priority_rank,dataset,evaluation_scope,unit,cycle,y_true_rul_raw,y_pred_rul,error,abs_error,maintenance_band,decision_recommendation,risk_flag
95,FD002,official_test,107,132,61.0,57.621543884277344,-3.378456115722656,3.378456115722656,schedule_soon,programar mantenimiento preventivo,within_20_cycles
96,FD002,official_test,195,262,80.0,58.919395446777344,-21.080604553222656,21.080604553222656,schedule_soon,programar mantenimiento preventivo,conservative_underestimate
97,FD002,official_test,181,199,68.0,58.96123123168945,-9.038768768310549,9.038768768310549,schedule_soon,programar mantenimiento preventivo,within_20_cycles
98,FD002,official_test,115,210,91.0,59.38143539428711,-31.61856460571289,31.61856460571289,schedule_soon,programar mantenimiento preventivo,conservative_underestimate
99,FD002,official_test,143,226,81.0,60.85504150390625,-20.14495849609375,20.14495849609375,monitor_close,monitorear de cerca,conservative_underestimate
100,FD002,official_test,110,219,80.0,62.39695739746094,-17.603042602539062,17.603042602539062,monitor_close,monitorear de cerca,within_20_cycles
101,FD002,official_test,137,226,88.0,62.40964889526367,-25.590351104736328,25.590351104736328,monitor_close,monitorear de cerca,conservative_underestimate
102,FD002,official_test,206,162,48.0,63.57975769042969,15.579757690429688,15.579757690429688,monitor_close,monitorear de cerca,within_20_cycles
103,FD002,official_test,139,116,51.0,63.67417526245117,12.674175262451172,12.674175262451172,monitor_close,monitorear de cerca,within_20_cycles
104,FD002,official_test,73,151,78.0,63.940673828125,-14.059326171875,14.059326171875,monitor_close,monitorear de cerca,within_20_cycles
105,FD002,official_test,226,165,108.0,65.75472259521484,-42.24527740478516,42.24527740478516,monitor_close,monitorear de cerca,conservative_underestimate
106,FD002,official_test,52,165,53.0,65.81055450439453,12.810554504394531,12.810554504394531,monitor_close,monitorear de cerca,within_20_cycles
107,FD002,official_test,17,264,68.0,67.10916900634766,-0.8908309936523438,0.8908309936523438,monitor_close,monitorear de cerca,within_20_cycles
108,FD002,official_test,248,162,56.0,67.1476058959961,11.147605895996094,11.147605895996094,monitor_close,monitorear de cerca,within_20_cycles
109,FD002,official_test,232,159,101.0,67.34886932373047,-33.65113067626953,33.65113067626953,monitor_close,monitorear de cerca,conservative_underestimate
110,FD002,official_test,38,127,55.0,67.35717010498047,12.357170104980469,12.357170104980469,monitor_close,monitorear de cerca,within_20_cycles
111,FD002,official_test,219,161,73.0,67.43868255615234,-5.561317443847656,5.561317443847656,monitor_close,monitorear de cerca,within_20_cycles
112,FD002,official_test,30,184,78.0,67.72782135009766,-10.272178649902344,10.272178649902344,monitor_close,monitorear de cerca,within_20_cycles
113,FD002,official_test,33,135,53.0,67.72853088378906,14.728530883789062,14.728530883789062,monitor_close,monitorear de cerca,within_20_cycles
114,FD002,official_test,168,107,82.0,69.30134582519531,-12.698654174804688,12.698654174804688,monitor_close,monitorear de cerca,within_20_cycles
115,FD002,official_test,24,210,77.0,69.8226089477539,-7.177391052246094,7.177391052246094,monitor_close,monitorear de cerca,within_20_cycles
116,FD002,official_test,25,147,88.0,69.91276550292969,-18.087234497070312,18.087234497070312,monitor_close,monitorear de cerca,within_20_cycles
117,FD002,official_test,35,77,63.0,71.6661376953125,8.6661376953125,8.6661376953125,monitor_close,monitorear de cerca,within_20_cycles
118,FD002,official_test,129,218,79.0,73.02764892578125,-5.97235107421875,5.97235107421875,monitor_close,monitorear de cerca,within_20_cycles
119,FD002,official_test,222,180,75.0,74.4649658203125,-0.5350341796875,0.5350341796875,monitor_close,monitorear de cerca,within_20_cycles
120,FD002,official_test,16,88,67.0,74.4726791381836,7.472679138183594,7.472679138183594,monitor_close,monitorear de cerca,within_20_cycles
121,FD002,official_test,67,146,86.0,74.77377319335938,-11.226226806640623,11.226226806640623,monitor_close,monitorear de cerca,within_20_cycles
122,FD002,official_test,202,124,68.0,74.94242858886719,6.942428588867188,6.942428588867188,monitor_close,monitorear de cerca,within_20_cycles
123,FD002,official_test,92,123,73.0,75.00521850585938,2.005218505859375,2.005218505859375,monitor_close,monitorear de cerca,within_20_cycles
124,FD002,official_test,82,96,74.0,75.84453582763672,1.8445358276367188,1.8445358276367188,monitor_close,monitorear de cerca,within_20_cycles
125,FD002,official_test,112,109,50.0,76.32498931884766,26.324989318847656,26.324989318847656,monitor_close,monitorear de cerca,dangerous_overestimate
126,FD002,official_test,127,126,82.0,76.4072265625,-5.5927734375,5.5927734375,monitor_close,monitorear de cerca,within_20_cycles
127,FD002,official_test,88,166,79.0,76.86011505126953,-2.1398849487304688,2.1398849487304688,monitor_close,monitorear de cerca,within_20_cycles
128,FD002,official_test,259,123,51.0,77.06210327148438,26.06210327148437,26.06210327148437,monitor_close,monitorear de cerca,dangerous_overestimate
129,FD002,official_test,151,141,115.0,78.266357421875,-36.733642578125,36.733642578125,monitor_close,monitorear de cerca,conservative_underestimate
130,FD002,official_test,152,90,59.0,78.89771270751953,19.89771270751953,19.89771270751953,monitor_close,monitorear de cerca,within_20_cycles
131,FD002,official_test,183,150,67.0,79.01546478271484,12.015464782714844,12.015464782714844,monitor_close,monitorear de cerca,within_20_cycles
132,FD002,official_test,60,144,73.0,79.2113265991211,6.211326599121094,6.211326599121094,monitor_close,monitorear de cerca,within_20_cycles
133,FD002,official_test,36,163,100.0,81.83614349365234,-18.163856506347656,18.163856506347656,monitor_close,monitorear de cerca,within_20_cycles
134,FD002,official_test,75,192,98.0,82.19740295410156,-15.802597045898438,15.802597045898438,monitor_close,monitorear de cerca,within_20_cycles
135,FD002,official_test,205,31,134.0,82.41090393066406,-51.58909606933594,51.58909606933594,monitor_close,monitorear de cerca,conservative_underestimate
136,FD002,official_test,216,100,81.0,82.87864685058594,1.8786468505859373,1.8786468505859373,monitor_close,monitorear de cerca,within_20_cycles
137,FD002,official_test,98,113,97.0,83.85372924804688,-13.146270751953123,13.146270751953123,monitor_close,monitorear de cerca,within_20_cycles
138,FD002,official_test,136,77,87.0,84.06587219238281,-2.9341278076171875,2.9341278076171875,monitor_close,monitorear de cerca,within_20_cycles
139,FD002,official_test,8,173,90.0,86.0074234008789,-3.9925765991210938,3.9925765991210938,monitor_close,monitorear de cerca,within_20_cycles
140,FD002,official_test,79,113,91.0,86.1444091796875,-4.8555908203125,4.8555908203125,monitor_close,monitorear de cerca,within_20_cycles
141,FD002,official_test,119,202,106.0,86.1946029663086,-19.805397033691406,19.805397033691406,monitor_close,monitorear de cerca,within_20_cycles
142,FD002,official_test,213,159,83.0,87.61628723144531,4.6162872314453125,4.6162872314453125,monitor_close,monitorear de cerca,within_20_cycles
143,FD002,official_test,4,86,110.0,87.8607406616211,-22.139259338378903,22.139259338378903,monitor_close,monitorear de cerca,conservative_underestimate
144,FD002,official_test,21,128,97.0,88.38885498046875,-8.61114501953125,8.61114501953125,monitor_close,monitorear de cerca,within_20_cycles
145,FD002,official_test,31,123,75.0,89.73595428466797,14.735954284667969,14.735954284667969,monitor_close,monitorear de cerca,within_20_cycles
146,FD002,official_test,95,78,73.0,90.5390396118164,17.539039611816406,17.539039611816406,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
147,FD002,official_test,229,109,61.0,91.94415283203124,30.94415283203125,30.94415283203125,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
148,FD002,official_test,145,142,98.0,92.19171142578124,-5.80828857421875,5.80828857421875,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
149,FD002,official_test,106,72,120.0,92.72713470458984,-27.27286529541016,27.27286529541016,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
150,FD002,official_test,49,65,122.0,93.21785736083984,-28.78214263916016,28.78214263916016,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
151,FD002,official_test,167,78,96.0,93.4182357788086,-2.5817642211914062,2.5817642211914062,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
152,FD002,official_test,128,110,108.0,93.65487670898438,-14.345123291015623,14.345123291015623,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
153,FD002,official_test,10,84,79.0,93.9974136352539,14.997413635253906,14.997413635253906,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
154,FD002,official_test,234,147,89.0,95.61721801757812,6.617218017578125,6.617218017578125,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
155,FD002,official_test,12,74,73.0,96.5261688232422,23.526168823242188,23.526168823242188,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
156,FD002,official_test,153,146,99.0,96.53799438476562,-2.462005615234375,2.462005615234375,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
157,FD002,official_test,72,143,104.0,97.31727600097656,-6.6827239990234375,6.6827239990234375,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
158,FD002,official_test,61,70,169.0,97.40128326416016,-71.59871673583984,71.59871673583984,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
159,FD002,official_test,104,141,106.0,97.7323760986328,-8.267623901367188,8.267623901367188,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
160,FD002,official_test,29,101,83.0,97.89566802978516,14.895668029785156,14.895668029785156,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
161,FD002,official_test,2,55,79.0,98.65638732910156,19.65638732910156,19.65638732910156,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
162,FD002,official_test,121,59,67.0,98.7597885131836,31.759788513183597,31.759788513183597,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
163,FD002,official_test,94,117,97.0,99.0590362548828,2.0590362548828125,2.0590362548828125,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
164,FD002,official_test,207,141,85.0,99.52635955810548,14.526359558105469,14.526359558105469,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
165,FD002,official_test,77,67,94.0,99.8735580444336,5.873558044433594,5.873558044433594,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
166,FD002,official_test,89,59,97.0,100.58635711669922,3.5863571166992188,3.5863571166992188,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
167,FD002,official_test,118,97,150.0,100.7055206298828,-49.29447937011719,49.29447937011719,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
168,FD002,official_test,3,165,106.0,101.09668731689452,-4.903312683105469,4.903312683105469,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
169,FD002,official_test,180,154,97.0,101.12830352783205,4.128303527832031,4.128303527832031,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
170,FD002,official_test,178,54,144.0,101.6885223388672,-42.31147766113281,42.31147766113281,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
171,FD002,official_test,47,81,131.0,102.3358383178711,-28.664161682128903,28.664161682128903,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
172,FD002,official_test,172,128,107.0,102.65882110595705,-4.341178894042969,4.341178894042969,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
173,FD002,official_test,169,80,135.0,102.99874114990234,-32.001258850097656,32.001258850097656,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
174,FD002,official_test,126,99,124.0,103.4358901977539,-20.564109802246094,20.564109802246094,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
175,FD002,official_test,163,144,88.0,103.87362670898438,15.873626708984377,15.873626708984377,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
176,FD002,official_test,199,117,103.0,105.03278350830078,2.032783508300781,2.032783508300781,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
177,FD002,official_test,74,103,86.0,105.51666259765624,19.51666259765625,19.51666259765625,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
178,FD002,official_test,240,50,121.0,105.70225524902344,-15.297744750976562,15.297744750976562,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
179,FD002,official_test,69,158,115.0,105.70933532714844,-9.290664672851562,9.290664672851562,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
180,FD002,official_test,238,94,134.0,105.74737548828124,-28.25262451171875,28.25262451171875,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
181,FD002,official_test,214,75,172.0,105.9346694946289,-66.0653305053711,66.0653305053711,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
182,FD002,official_test,157,161,171.0,106.0545654296875,-64.9454345703125,64.9454345703125,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
183,FD002,official_test,170,85,182.0,107.0193862915039,-74.9806137084961,74.9806137084961,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
184,FD002,official_test,66,63,121.0,107.5750961303711,-13.424903869628906,13.424903869628906,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
185,FD002,official_test,26,76,163.0,107.6333999633789,-55.36660003662109,55.36660003662109,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
186,FD002,official_test,108,174,168.0,107.83541107177734,-60.164588928222656,60.164588928222656,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
187,FD002,official_test,86,83,194.0,107.8495864868164,-86.1504135131836,86.1504135131836,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
188,FD002,official_test,141,69,155.0,107.90695190429688,-47.093048095703125,47.093048095703125,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
189,FD002,official_test,174,51,95.0,108.0627899169922,13.062789916992188,13.062789916992188,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
190,FD002,official_test,46,132,112.0,108.1505355834961,-3.849464416503906,3.849464416503906,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
191,FD002,official_test,246,80,152.0,108.42739868164062,-43.572601318359375,43.572601318359375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
192,FD002,official_test,117,55,181.0,108.50494384765624,-72.49505615234375,72.49505615234375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
193,FD002,official_test,188,86,183.0,108.54209899902344,-74.45790100097656,74.45790100097656,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
194,FD002,official_test,55,123,103.0,108.73909759521484,5.739097595214844,5.739097595214844,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
195,FD002,official_test,239,106,101.0,108.775634765625,7.775634765625,7.775634765625,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
196,FD002,official_test,228,44,126.0,109.54352569580078,-16.45647430419922,16.45647430419922,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
197,FD002,official_test,114,153,78.0,110.24561309814452,32.24561309814453,32.24561309814453,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
198,FD002,official_test,191,95,148.0,110.29984283447266,-37.700157165527344,37.700157165527344,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
199,FD002,official_test,54,74,106.0,110.48585510253906,4.485855102539063,4.485855102539063,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
200,FD002,official_test,101,38,106.0,111.0852279663086,5.085227966308594,5.085227966308594,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
201,FD002,official_test,123,61,180.0,111.11102294921876,-68.88897705078125,68.88897705078125,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
202,FD002,official_test,81,76,141.0,111.31858825683594,-29.681411743164062,29.681411743164062,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
203,FD002,official_test,221,55,139.0,111.89508819580078,-27.10491180419922,27.10491180419922,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
204,FD002,official_test,256,59,191.0,111.94769287109376,-79.05230712890625,79.05230712890625,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
205,FD002,official_test,233,40,153.0,112.18158721923828,-40.81841278076172,40.81841278076172,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
206,FD002,official_test,251,64,84.0,112.51323699951172,28.51323699951172,28.51323699951172,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
207,FD002,official_test,156,75,83.0,113.15018463134766,30.150184631347656,30.150184631347656,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
208,FD002,official_test,224,43,145.0,113.18415069580078,-31.81584930419922,31.81584930419922,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
209,FD002,official_test,18,40,99.0,113.46276092529295,14.462760925292969,14.462760925292969,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
210,FD002,official_test,125,79,179.0,113.51194763183594,-65.48805236816406,65.48805236816406,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
211,FD002,official_test,93,76,183.0,113.66097259521484,-69.33902740478516,69.33902740478516,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
212,FD002,official_test,215,71,101.0,114.60509490966795,13.605094909667969,13.605094909667969,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
213,FD002,official_test,59,22,178.0,114.69182586669922,-63.30817413330078,63.30817413330078,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
214,FD002,official_test,258,98,131.0,114.85467529296876,-16.14532470703125,16.14532470703125,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
215,FD002,official_test,130,141,121.0,115.33796691894533,-5.662033081054688,5.662033081054688,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
216,FD002,official_test,197,59,132.0,115.3421630859375,-16.6578369140625,16.6578369140625,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
217,FD002,official_test,220,54,121.0,115.63653564453124,-5.36346435546875,5.36346435546875,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
218,FD002,official_test,105,61,116.0,116.00941467285156,0.0094146728515625,0.0094146728515625,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
219,FD002,official_test,200,60,174.0,116.3440933227539,-57.655906677246094,57.655906677246094,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
220,FD002,official_test,175,83,142.0,116.80162811279295,-25.19837188720703,25.19837188720703,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
221,FD002,official_test,27,68,126.0,117.19165802001952,-8.808341979980469,8.808341979980469,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
222,FD002,official_test,196,109,93.0,117.24958038330078,24.24958038330078,24.24958038330078,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
223,FD002,official_test,204,41,121.0,117.67787170410156,-3.322128295898437,3.322128295898437,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
224,FD002,official_test,166,97,188.0,118.09575653076172,-69.90424346923828,69.90424346923828,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
225,FD002,official_test,201,25,111.0,118.3029556274414,7.302955627441406,7.302955627441406,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
226,FD002,official_test,147,78,92.0,118.45348358154295,26.45348358154297,26.45348358154297,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
227,FD002,official_test,243,40,161.0,118.97476196289062,-42.025238037109375,42.025238037109375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
228,FD002,official_test,154,58,103.0,119.03852081298828,16.03852081298828,16.03852081298828,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
229,FD002,official_test,28,23,138.0,119.08709716796876,-18.91290283203125,18.91290283203125,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
230,FD002,official_test,122,29,145.0,119.10980987548828,-25.89019012451172,25.89019012451172,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
231,FD002,official_test,187,84,158.0,119.28368377685548,-38.71631622314453,38.71631622314453,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
232,FD002,official_test,244,49,181.0,119.58963012695312,-61.41036987304688,61.41036987304688,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
233,FD002,official_test,57,76,123.0,119.91411590576172,-3.085884094238281,3.085884094238281,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
234,FD002,official_test,255,150,122.0,119.98553466796876,-2.01446533203125,2.01446533203125,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
235,FD002,official_test,23,49,142.0,119.99859619140624,-22.00140380859375,22.00140380859375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
236,FD002,official_test,165,35,155.0,120.63390350341795,-34.36609649658203,34.36609649658203,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
237,FD002,official_test,51,37,98.0,121.58250427246094,23.582504272460938,23.582504272460938,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
238,FD002,official_test,135,120,167.0,121.6793212890625,-45.3206787109375,45.3206787109375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
239,FD002,official_test,149,70,165.0,121.69091033935548,-43.30908966064453,43.30908966064453,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
240,FD002,official_test,71,65,148.0,121.96092224121094,-26.039077758789062,26.039077758789062,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
241,FD002,official_test,6,63,155.0,122.1531753540039,-32.846824645996094,32.846824645996094,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
242,FD002,official_test,194,50,122.0,122.2229461669922,0.2229461669921875,0.2229461669921875,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
243,FD002,official_test,83,21,146.0,122.46197509765624,-23.53802490234375,23.53802490234375,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
244,FD002,official_test,247,87,148.0,122.67269897460938,-25.327301025390625,25.327301025390625,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
245,FD002,official_test,223,29,151.0,122.71788024902344,-28.28211975097656,28.28211975097656,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
246,FD002,official_test,131,73,120.0,123.0016098022461,3.0016098022460938,3.0016098022460938,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
247,FD002,official_test,230,125,85.0,123.2702178955078,38.27021789550781,38.27021789550781,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
248,FD002,official_test,113,45,151.0,123.3271255493164,-27.672874450683597,27.672874450683597,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
249,FD002,official_test,155,72,108.0,124.12350463867188,16.123504638671875,16.123504638671875,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
250,FD002,official_test,56,73,152.0,124.4234848022461,-27.576515197753903,27.576515197753903,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
251,FD002,official_test,34,52,173.0,126.32160186767578,-46.67839813232422,46.67839813232422,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
252,FD002,official_test,37,49,151.0,128.08497619628906,-22.915023803710938,22.915023803710938,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
253,FD002,official_test,235,102,190.0,128.70687866210938,-61.29312133789063,61.29312133789063,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
254,FD002,official_test,249,36,111.0,128.86106872558594,17.861068725585938,17.861068725585938,continue_monitoring,seguir operando con monitoreo normal,within_20_cycles
255,FD002,official_test,184,64,191.0,129.13412475585938,-61.86587524414063,61.86587524414063,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
256,FD002,official_test,217,49,86.0,129.9161834716797,43.91618347167969,43.91618347167969,continue_monitoring,seguir operando con monitoreo normal,dangerous_overestimate
257,FD002,official_test,203,115,192.0,130.43515014648438,-61.564849853515625,61.564849853515625,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
258,FD002,official_test,218,33,165.0,131.9506072998047,-33.04939270019531,33.04939270019531,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
259,FD002,official_test,241,44,167.0,133.2694091796875,-33.7305908203125,33.7305908203125,continue_monitoring,seguir operando con monitoreo normal,conservative_underestimate
1,FD003,official_test,94,333,10.0,5.3898456167640685,-4.610154383235932,4.610154383235932,urgent_replace,priorizar intervencion inmediata,within_20_cycles
2,FD003,official_test,46,180,7.0,5.767253835676241,-1.2327461643237587,1.2327461643237587,urgent_replace,priorizar intervencion inmediata,within_20_cycles
3,FD003,official_test,82,194,6.0,6.167598438096984,0.1675984380969843,0.1675984380969843,urgent_replace,priorizar intervencion inmediata,within_20_cycles
4,FD003,official_test,99,289,8.0,7.447922449879374,-0.5520775501206261,0.5520775501206261,urgent_replace,priorizar intervencion inmediata,within_20_cycles
5,FD003,official_test,39,310,8.0,7.66896291501777,-0.3310370849822295,0.3310370849822295,urgent_replace,priorizar intervencion inmediata,within_20_cycles
6,FD003,official_test,24,475,9.0,10.60331595727389,1.6033159572738906,1.6033159572738906,urgent_replace,priorizar intervencion inmediata,within_20_cycles
7,FD003,official_test,26,130,11.0,11.651045827065058,0.6510458270650581,0.6510458270650581,urgent_replace,priorizar intervencion inmediata,within_20_cycles
8,FD003,official_test,92,266,14.0,12.08145414145956,-1.9185458585404405,1.9185458585404405,urgent_replace,priorizar intervencion inmediata,within_20_cycles
9,FD003,official_test,50,147,11.0,15.197383203270896,4.197383203270896,4.197383203270896,urgent_replace,priorizar intervencion inmediata,within_20_cycles
10,FD003,official_test,21,263,18.0,15.318731741861674,-2.681268258138326,2.681268258138326,urgent_replace,priorizar intervencion inmediata,within_20_cycles
11,FD003,official_test,79,170,18.0,15.79228075810808,-2.2077192418919207,2.2077192418919207,urgent_replace,priorizar intervencion inmediata,within_20_cycles
12,FD003,official_test,81,155,15.0,16.002575162238497,1.0025751622384966,1.0025751622384966,urgent_replace,priorizar intervencion inmediata,within_20_cycles
13,FD003,official_test,98,182,17.0,17.53131480276693,0.5313148027669286,0.5313148027669286,urgent_replace,priorizar intervencion inmediata,within_20_cycles
14,FD003,official_test,100,247,28.0,21.57294096222236,-6.427059037777642,6.427059037777642,urgent_replace,priorizar intervencion inmediata,within_20_cycles
15,FD003,official_test,64,271,28.0,22.611773413690663,-5.388226586309337,5.388226586309337,urgent_replace,priorizar intervencion inmediata,within_20_cycles
16,FD003,official_test,78,279,20.0,23.10902412746481,3.10902412746481,3.10902412746481,urgent_replace,priorizar intervencion inmediata,within_20_cycles
17,FD003,official_test,71,367,35.0,24.27050084498443,-10.72949915501557,10.72949915501557,urgent_replace,priorizar intervencion inmediata,within_20_cycles
18,FD003,official_test,38,133,22.0,25.719121850951243,3.719121850951243,3.719121850951243,urgent_replace,priorizar intervencion inmediata,within_20_cycles
19,FD003,official_test,14,169,31.0,26.13028724129428,-4.869712758705724,4.869712758705724,urgent_replace,priorizar intervencion inmediata,within_20_cycles
20,FD003,official_test,86,174,25.0,27.23422329745102,2.2342232974510203,2.2342232974510203,urgent_replace,priorizar intervencion inmediata,within_20_cycles
21,FD003,official_test,76,180,27.0,27.43829962984264,0.4382996298426391,0.4382996298426391,urgent_replace,priorizar intervencion inmediata,within_20_cycles
22,FD003,official_test,3,234,27.0,34.27891395314462,7.278913953144617,7.278913953144617,schedule_soon,programar mantenimiento preventivo,within_20_cycles
23,FD003,official_test,55,203,55.0,37.281035317990046,-17.718964682009954,17.718964682009954,schedule_soon,programar mantenimiento preventivo,within_20_cycles
24,FD003,official_test,25,169,58.0,38.140171207947645,-19.859828792052355,19.859828792052355,schedule_soon,programar mantenimiento preventivo,within_20_cycles
25,FD003,official_test,40,313,41.0,40.68349722709959,-0.3165027729004066,0.3165027729004066,schedule_soon,programar mantenimiento preventivo,within_20_cycles
26,FD003,official_test,9,238,55.0,42.469131472832736,-12.530868527167264,12.530868527167264,schedule_soon,programar mantenimiento preventivo,within_20_cycles
27,FD003,official_test,59,149,49.0,45.50993437601331,-3.490065623986688,3.490065623986688,schedule_soon,programar mantenimiento preventivo,within_20_cycles
28,FD003,official_test,90,206,51.0,46.162211488732304,-4.837788511267696,4.837788511267696,schedule_soon,programar mantenimiento preventivo,within_20_cycles
29,FD003,official_test,8,192,55.0,49.12759411077232,-5.872405889227686,5.872405889227686,schedule_soon,programar mantenimiento preventivo,within_20_cycles
30,FD003,official_test,48,179,55.0,49.57395352732649,-5.426046472673512,5.426046472673512,schedule_soon,programar mantenimiento preventivo,within_20_cycles
